
济宁裁缝大叔,#genre#
镖行天下之走单骑2007(大陆动作片),https://v.cdnlz19.com/20240914/44705_3ad1b70e/index.m3u8
镖行天下之天下镖局2007(大陆动作片),https://v.cdnlz19.com/20240914/44704_250de177/index.m3u8
镖行天下之桃花劫2007(大陆动作片),https://v.cdnlz19.com/20240914/44703_ebbfb58c/index.m3u8
镖行天下之神武大炮2007(大陆动作片),https://v.cdnlz19.com/20240914/44702_573bf337/index.m3u8
镖行天下之深宅大院2007(大陆动作片),https://v.cdnlz19.com/20240914/44701_9771bb7d/index.m3u8
镖行天下之七星端砚2007(大陆动作片),https://v.cdnlz19.com/20240914/44700_c7ae38c4/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz20.com/20240911/11514_0b5656cc/index.m3u8
特殊替身2024(大陆动作片),https://v.cdnlz12.com/20240909/16842_7355e4ec/index.m3u8
叛军岭2024(美国动作片),https://v.cdnlz12.com/20240906/16806_d09fd77b/index.m3u8
讨债人2024(泰国动作片),https://v.cdnlz12.com/20240906/16797_b4a972d7/index.m3u8
税金马车2024(大陆动作片),https://v.cdnlz21.com/20240905/1947_6b046792/index.m3u8
一箭穿心2024(大陆动作片),https://v.cdnlz21.com/20240905/1946_a321ae6f/index.m3u8
复仇：消不去的伤痕1997(日本动作片),https://v.cdnlz12.com/20240903/16747_4d9aed51/index.m3u8
复仇：命运的访问者1997(日本动作片),https://v.cdnlz12.com/20240901/16730_f674f561/index.m3u8
救夫越狱记2024(印度动作片),https://v.cdnlz12.com/20240901/16727_7e1110c6/index.m3u8
极海迷窟2024(大陆动作片),https://v.cdnlz12.com/20240901/16726_81fe9259/index.m3u8
无主之地2024(美国动作片),https://v.cdnlz12.com/20240831/16723_e77389cd/index.m3u8
传说2024(大陆动作片),https://v.cdnlz12.com/20240830/16697_d1fb36a3/index.m3u8
异人之下电影版2024(大陆动作片),https://v.cdnlz12.com/20240830/16696_93d65fce/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz21.com/20240829/1815_2ca925d9/index.m3u8
拉扬2024(印度动作片),https://v.cdnlz12.com/20240829/16677_7f4438c0/index.m3u8
回到野人沙滩1998(美国动作片),https://v.cdnlz19.com/20240828/41940_7d915e0e/index.m3u8
怒火12小时2024(大陆动作片),https://v.cdnlz12.com/20240828/16635_14b4c6bf/index.m3u8
逃脱2024(韩国动作片),https://v.cdnlz12.com/20240827/16615_7d01d5c3/index.m3u8
猛虎Ⅲ2023(美国动作片),https://v.cdnlz12.com/20240825/16600_104a3a1f/index.m3u8
喋血双雄2024(美国动作片),https://v.cdnlz12.com/20240824/16587_ae118a33/index.m3u8
黑天使Ⅱ1999(日本动作片),https://v.cdnlz12.com/20240823/16562_ea487c5b/index.m3u8
帅哥们2024(韩国动作片),https://v.cdnlz12.com/20240822/16550_a2c7708a/index.m3u8
打黑2024(大陆动作片),https://v.cdnlz12.com/20240822/16525_aaee1545/index.m3u8
钻石女王2024(英国动作片),https://v.cdnlz12.com/20240822/16517_cf4c8c3b/index.m3u8
天道王2020(大陆动作片),https://v.cdnlz12.com/20240821/16506_34b65a03/index.m3u8
红右手2024(美国动作片),https://v.cdnlz12.com/20240819/16490_2fb29d99/index.m3u8
复仇长官2024(美国动作片),https://v.cdnlz12.com/20240819/16482_117a208e/index.m3u8
堕落天使Ⅱ：和平卫士2023(美国动作片),https://v.cdnlz12.com/20240812/16380_12d1b7cd/index.m3u8
印度英雄Ⅱ2024(印度动作片),https://v.cdnlz12.com/20240812/16343_b4ea6225/index.m3u8
极速战警之毒暴2024(大陆动作片),https://v.cdnlz12.com/20240811/16340_958f0af8/index.m3u8
热血杀手2024(大陆动作片),https://v.cdnlz3.com/20240811/25514_e6992ead/index.m3u8
冰雪大围捕2024(大陆动作片),https://v.cdnlz3.com/20240811/25512_96d18a38/index.m3u8
跨界任务2024(韩国动作片),https://v.cdnlz21.com/20240811/1457_9bbadbac/index.m3u8
热血天使2024(大陆动作片),https://v.cdnlz12.com/20240810/16302_eb141faf/index.m3u8
大明锦衣之暗夜风云2019(大陆动作片),https://v.cdnlz12.com/20240809/16300_decc9406/index.m3u8
快人一步2024(美国动作片),https://v.cdnlz3.com/20240808/25426_aac2a913/index.m3u8
沙漠袭击2019(动作片),https://v.cdnlz12.com/20240805/16217_0aed81b2/index.m3u8
醉后一拳2024(大陆动作片),https://v.cdnlz12.com/20240803/16179_6cd1d337/index.m3u8
杀戮列车2024(印度动作片),https://v.cdnlz12.com/20240731/16103_2f49fc20/index.m3u8
殊死一搏2024(大陆动作片),https://v.cdnlz3.com/20240731/25178_f37a1fec/index.m3u8
末路老奶2024(瑞士/美国动作片),https://v.cdnlz3.com/20240730/25177_45967119/index.m3u8
哪吒·魔童归来2024(大陆动作片),https://v.cdnlz21.com/20240730/1277_4404b960/index.m3u8
谜误2024(大陆动作片),https://v.cdnlz12.com/20240728/16008_826f9f15/index.m3u8
龙拳小子Ⅱ2024(大陆动作片),https://v.cdnlz3.com/20240728/25131_1713af6b/index.m3u8
谈判专家(西班牙动作片),https://v.cdnlz3.com/20240728/25121_b8742cf4/index.m3u8
赊刀人2024(大陆动作片),https://v.cdnlz12.com/20240727/15983_8491d7c8/index.m3u8
小李飞刀1979(台湾动作片),https://v.cdnlz19.com/20240725/40097_9bc48253/index.m3u8
东哥闯东北2024(大陆动作片),https://v.cdnlz12.com/20240725/15933_6c695a43/index.m3u8
寻龙迷棺2024(大陆动作片),https://v.cdnlz12.com/20240724/15916_d11e4905/index.m3u8
孤胆2024(大陆动作片),https://v.cdnlz3.com/20240724/25030_1bfabf08/index.m3u8
蝶影救赎2024(大陆动作片),https://v.cdnlz3.com/20240724/25029_42f83245/index.m3u8
觅渡2023(大陆动作片),https://v.cdnlz12.com/20240723/15893_83c8bdcb/index.m3u8
血悬棺2024(大陆动作片),https://v.cdnlz12.com/20240723/15886_8422ae14/index.m3u8
绝地战警：生死与共2024(美国动作片),https://v.cdnlz3.com/20240723/25007_09d03c4d/index.m3u8
柔板2023(意大利动作片),https://v.cdnlz3.com/20240721/24962_96294deb/index.m3u8
我的间谍Ⅱ：永恒之城2024(美国动作片),https://v.cdnlz3.com/20240718/24909_2079a12e/index.m3u8
寒鸦2023(英国动作片),https://v.cdnlz3.com/20240714/24787_407b0503/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz12.com/20240713/15666_0e355972/index.m3u8
星光继承者：公主反叛联盟2024(美国动作片),https://v.cdnlz12.com/20240713/15664_c41218b7/index.m3u8
亡命赌注2024(印度动作片),https://v.cdnlz12.com/20240712/15651_74ffad51/index.m3u8
泪眼煞星1987(日本动作片),https://v.cdnlz12.com/20240711/15639_551e14ed/index.m3u8
呼吸2024(美国动作片),https://v.cdnlz3.com/20240710/24667_ec136eec/index.m3u8
双马连环1979(香港动作片),https://v.cdnlz19.com/20240710/38866_d6becb95/index.m3u8
护花铃1979(台湾动作片),https://v.cdnlz19.com/20240710/38862_ff2a8d25/index.m3u8
延迟2024(美国动作片),https://v.cdnlz3.com/20240710/24657_fa507321/index.m3u8
猩球崛起：新世界2024(美国动作片),https://v.cdnlz21.com/20240709/833_6aabfa52/index.m3u8
芭提雅猎杀2024(泰国动作片),https://v.cdnlz12.com/20240708/15537_f4a94e47/index.m3u8
异域狼孩2024(大陆动作片),https://v.cdnlz3.com/20240706/24577_1a544025/index.m3u8
比佛利山超级警探Ⅳ2024(美国动作片),https://v.cdnlz12.com/20240703/15470_b2006b50/index.m3u8
硬汉狙击2024(大陆动作片),https://v.cdnlz12.com/20240702/15460_76a850cd/index.m3u8
犯罪都市Ⅳ(韩国动作片),https://v.cdnlz21.com/20240701/790_6dc95607/index.m3u8
扫黑·决不放弃2024(大陆动作片),https://v.cdnlz21.com/20240630/778_d97184f1/index.m3u8
海云台2009(韩国动作片),https://v.cdnlz12.com/20240629/15426_db25c38d/index.m3u8
浴血狙击2024(大陆动作片),https://v.cdnlz12.com/20240629/15425_2d628948/index.m3u8
疯狂的麦克斯：狂暴女神2024(澳大利亚/美国动作片),https://v.cdnlz12.com/20240625/15393_1d2424e9/index.m3u8
特遣侦查2024(美国动作片),https://v.cdnlz12.com/20240625/15392_0a4a3c0b/index.m3u8
黑暗森林2024(大陆动作片),https://v.cdnlz3.com/20240624/24043_09b2f996/index.m3u8
空军一号坠落2024(美国动作片),https://v.cdnlz21.com/20240623/702_aa876083/index.m3u8
狙击精英之纳米危机2024(大陆动作片),https://v.cdnlz12.com/20240622/15377_f5de5a6d/index.m3u8
伤痕累累2024(美国动作片),https://v.cdnlz12.com/20240622/15373_c9034b8f/index.m3u8
触发警报2024(美国动作片),https://v.cdnlz12.com/20240621/15348_367514f6/index.m3u8
九龙城寨之围城国语2024(香港动作片),https://v.cdnlz3.com/20240621/23931_0923f192/index.m3u8
九龙城寨之围城粤语2024(香港动作片),https://v.cdnlz12.com/20240621/15286_3ea699af/index.m3u8
狄仁杰之大幻术师2024(大陆动作片),https://v.cdnlz12.com/20240616/15217_7ae3eaf3/index.m3u8
战心时刻2024(大陆动作片),https://v.cdnlz12.com/20240616/15216_66451ef1/index.m3u8
维和防暴队2024(大陆动作片),https://v.cdnlz3.com/20240613/23684_2cfccdbc/index.m3u8
制暴2024(大陆动作片),https://v.cdnlz12.com/20240606/15025_020a279f/index.m3u8
动作巨星Ⅱ2024(美国动作片),https://v.cdnlz12.com/20240604/14951_46e5fadc/index.m3u8
特技狂人2024(美国动作片),https://v.cdnlz12.com/20240603/14932_2ee7b764/index.m3u8
少林僵尸天极(香港动作片),https://v.cdnlz21.com/20240602/380_92fb746a/index.m3u8
仿生超极限(其它动作片),https://v.cdnlz12.com/20240602/14887_40bbd784/index.m3u8
西部狂野(大陆动作片),https://v.cdnlz19.com/20240528/34942_aff0e7d0/index.m3u8
达摩祖师(香港动作片),https://v.cdnlz19.com/20240528/34943_1e06cd0a/index.m3u8
绝命狙击(大陆动作片),https://v.cdnlz3.com/20240529/23459_8463c348/index.m3u8
绝杀招式(美国动作片),https://v.cdnlz3.com/20240528/23369_87901ffa/index.m3u8
风速极战(大陆动作片),https://v.cdnlz3.com/20240526/23287_e7a79ef6/index.m3u8
变体(大陆动作片),https://v.cdnlz3.com/20240525/23241_d2f854e9/index.m3u8
美国内战(英国动作片),https://v.cdnlz12.com/20240524/14694_0957b5db/index.m3u8
异星战境(美国动作片),https://v.cdnlz3.com/20240524/23214_432fde52/index.m3u8
灭世男孩(其它动作片),https://v.cdnlz12.com/20240523/14628_d8351e19/index.m3u8
暗影守卫(美国动作片),https://v.cdnlz12.com/20240523/14611_172fdd4e/index.m3u8
借命人(大陆动作片),https://v.cdnlz3.com/20240522/23187_254af2b0/index.m3u8
越域重生(美国动作片),https://v.cdnlz12.com/20240515/14253_a3c2602b/index.m3u8
盟军敢死队(美国动作片),https://v.cdnlz12.com/20240513/14178_b6f0cf61/index.m3u8
杀杀人、跳跳舞粤语(香港动作片),https://v.cdnlz19.com/20240510/33314_c55c7a29/index.m3u8
杀杀人、跳跳舞国语(香港动作片),https://v.cdnlz19.com/20240510/33311_cc2a1ee6/index.m3u8
怒火战猴(美国动作片),https://v.cdnlz12.com/20240511/14099_8769a7bc/index.m3u8
火星特快(法国动作片),https://v.cdnlz12.com/20240510/14027_88e8450d/index.m3u8
长风万里2024(大陆动作片),https://v.cdnlz12.com/20240505/13800_7647163e/index.m3u8
嬉笑神功(大陆动作片),https://v.cdnlz19.com/20240430/31854_3a29def4/index.m3u8
猎毒风云(大陆动作片),https://v.cdnlz2.com/20240428/30676_4e3fad55/index.m3u8
火之谜(美国动作片),https://v.cdnlz2.com/20240426/30616_455eabf9/index.m3u8
城市猎人2024(日本动作片),https://v.cdnlz2.com/20240425/30547_d87abc86/index.m3u8
迷雾刺杀(大陆动作片),https://v.cdnlz2.com/20240424/30484_067831d6/index.m3u8
铁镖(大陆动作片),https://v.cdnlz2.com/20240424/30483_04745770/index.m3u8
史前怪兽(大陆动作片),https://v.cdnlz2.com/20240422/30367_59a18f5a/index.m3u8
摩天楼(韩国动作片),https://v.cdnlz20.com/20240421/4121_9d02307a/index.m3u8
漫画威龙之大话特务(韩国动作片),https://v.cdnlz20.com/20240421/4120_3dea99c7/index.m3u8
市民德熙(韩国动作片),https://v.cdnlz2.com/20240421/30310_0da044b0/index.m3u8
绣春刀：无间炼狱(大陆动作片),https://v.cdnlz2.com/20240420/30251_dfe0d891/index.m3u8
孤高2023(日本动作片),https://v.cdnlz2.com/20240419/30159_d42b7c43/index.m3u8
哈奴曼2024(印度动作片),https://v.cdnlz2.com/20240418/30096_f884a9d5/index.m3u8
米勒上尉(印度动作片),https://v.cdnlz19.com/20240414/27267_a73d4c60/index.m3u8
一眉归来(大陆动作片),https://v.cdnlz2.com/20240416/30000_5f399dea/index.m3u8
端溪奇案(大陆动作片),https://v.cdnlz2.com/20240416/29991_4a5d5f7e/index.m3u8
预知感能上(韩国动作片),https://vip.lzcdn2.com/20220407/2501_c155dcd3/index.m3u8
预知感能下(韩国动作片),https://vip.lzcdn2.com/20220407/2610_8ff9fb5f/index.m3u8
格杀令(香港动作片),https://vip.lzcdn2.com/20220408/2657_ab1de36e/index.m3u8
破毒行动(大陆动作片),https://v.cdnlz2.com/20240410/29736_e572e28a/index.m3u8
危险证据(大陆动作片),https://v.cdnlz2.com/20240410/29735_d7e88df6/index.m3u8
落花洞新娘(大陆动作片),https://v.cdnlz2.com/20240409/29671_0b44e8db/index.m3u8
复仇杀神(美国动作片),https://v.cdnlz12.com/20240406/13669_6a7d9960/index.m3u8
幻影战士2024(英国动作片),https://v.cdnlz12.com/20240406/13668_190f1864/index.m3u8
三个火枪手：米莱迪(法国动作片),https://v.cdnlz2.com/20240405/29499_8d88d2b1/index.m3u8
蝶影2024(大陆动作片),https://v.cdnlz12.com/20240402/13644_86b7bcea/index.m3u8
天坑鹰猎2024(大陆动作片),https://v.cdnlz2.com/20240402/29313_f27ca522/index.m3u8
猎者之心(其它动作片),https://v.cdnlz2.com/20240401/29261_bfd2c0ae/index.m3u8
恐惧的代价2024(法国动作片),https://v.cdnlz2.com/20240331/29229_cabf04ea/index.m3u8
战士2024(印度动作片),https://v.cdnlz12.com/20240327/13505_68c6bce9/index.m3u8
扫黑行动之黄金(大陆动作片),https://v.cdnlz12.com/20240326/13458_d6285376/index.m3u8
新威龙杀阵(美国动作片),https://v.cdnlz12.com/20240321/13258_0f96066a/index.m3u8
龙狱天棺(大陆动作片),https://v.cdnlz12.com/20240321/13255_49b86e1a/index.m3u8
十三太保之风云再起(大陆动作片),https://v.cdnlz12.com/20240319/13147_43ca2a7e/index.m3u8
极速阻击(大陆动作片),https://v.cdnlz12.com/20240317/13068_63cc8cc0/index.m3u8
天启四骑士：世界末日(美国动作片),https://v.cdnlz7.com/20240310/16272_61e5841b/index.m3u8
牡丹令(大陆动作片),https://v.cdnlz12.com/20240316/12992_fc27d527/index.m3u8
风车2023(韩国动作片),https://v.cdnlz7.com/20240310/16266_96f0f6fa/index.m3u8
大漠追云剑(大陆动作片),https://v.cdnlz7.com/20240310/16265_dbcc0e33/index.m3u8
骆驼客3之弓魂传(大陆动作片),https://v.cdnlz7.com/20240310/16264_4df85533/index.m3u8
潜行国语(大陆动作片),https://v.cdnlz12.com/20240314/12846_d75489a8/index.m3u8
潜行粤语(大陆动作片),https://v.cdnlz12.com/20240314/12845_fd27a7fd/index.m3u8
末日战士2024(大陆动作片),https://v.cdnlz12.com/20240313/12834_ce325fe0/index.m3u8
周公伏妖(大陆动作片),https://v.cdnlz12.com/20240313/12832_28e8b06c/index.m3u8
怪物来袭(大陆动作片),https://v.cdnlz12.com/20240311/12699_8865f233/index.m3u8
裂战(大陆动作片),https://v.cdnlz12.com/20240306/12456_ed25978a/index.m3u8
少女斗恶龙(美国动作片),https://v.cdnlz12.com/20240308/12567_d5565b64/index.m3u8
陌路狂刀(大陆动作片),https://v.cdnlz12.com/20240308/12526_77ee2ef5/index.m3u8
极速搏杀(大陆动作片),https://v.cdnlz12.com/20240306/12457_433fa6c3/index.m3u8
阿盖尔：神秘特工(英国动作片),https://v.cdnlz12.com/20240305/12430_13166b93/index.m3u8
花千骨电影版(大陆动作片),https://v.cdnlz12.com/20240305/12421_351c4c17/index.m3u8
九龙笔之神兵觉醒(大陆动作片),https://v.cdnlz10.com/20220525/1610_517d02ef/index.m3u8
死亡飞车3：地狱烈焰(美国动作片),https://v.cdnlz19.com/20240304/19911_4c44c2db/index.m3u8
死亡飞车原声(美国动作片),https://v.cdnlz19.com/20240304/19914_80a919d2/index.m3u8
死亡飞车国语(美国动作片),https://v.cdnlz19.com/20240304/19913_92007689/index.m3u8
信任2019(美国动作片),https://v.cdnlz3.com/20220805/10764_c4314dc0/index.m3u8
英雄与懦夫(其它动作片),https://v.cdnlz3.com/20220731/10399_b1a38738/index.m3u8
终极死路(美国动作片),https://v.cdnlz3.com/20220629/8475_9f57f8b4/index.m3u8
杀手情(大陆动作片),https://v1.cdnlz1.com/20220413/1952_6f88ce04/index.m3u8
苏乞儿(香港动作片),https://v1.cdnlz1.com/20220409/1373_742cc867/index.m3u8
重案实录之惊天械劫案(香港动作片),https://v1.cdnlz1.com/20220408/1250_054f73d6/index.m3u8
一触即发之除爆(大陆动作片),https://v1.cdnlz1.com/20220317/190_04b24960/index.m3u8
反贪风暴国语(香港动作片),https://v.cdnlz7.com/20230102/13132_84c60dd9/index.m3u8
发丘陵冢(大陆动作片),https://v1.cdnlz1.com/20230814/21811_3d2f53a9/index.m3u8
龙城谜案(大陆动作片),https://v.cdnlz12.com/20240302/12283_77747a35/index.m3u8
除暴安良2024(大陆动作片),https://v.cdnlz7.com/20240302/16255_e02cc774/index.m3u8
周处除三害(台湾动作片),https://v.cdnlz7.com/20240301/16251_b6c0822a/index.m3u8
8号警报2(美国动作片),https://v.cdnlz12.com/20240229/12106_61587ad0/index.m3u8
罪恶名单(大陆动作片),https://v.cdnlz12.com/20240228/12089_9ba6581c/index.m3u8
湘西诡事(大陆动作片),https://v.cdnlz12.com/20240228/12087_ba85e5a5/index.m3u8
哨兵2023法国(法国动作片),https://v1.cdnlz1.com/20240225/24659_9dde3ba3/index.m3u8
狄仁杰之通天玄案(大陆动作片),https://v.cdnlz12.com/20240224/11861_9c04f722/index.m3u8
怒潮(大陆动作片),https://v.cdnlz12.com/20240223/11832_439527ff/index.m3u8
古楼镇陵宫(大陆动作片),https://v.cdnlz12.com/20240222/11772_cc17a068/index.m3u8
通缉犯2024(美国动作片),https://v.cdnlz19.com/20240220/17915_3992167b/index.m3u8
仙剑奇侠传前传：酒剑仙(大陆动作片),https://v.cdnlz12.com/20240220/11674_6ba90e47/index.m3u8
破战国语(大陆动作片),https://v.cdnlz12.com/20240220/11660_702d7e15/index.m3u8
破战粤语(大陆动作片),https://v.cdnlz12.com/20240220/11659_d40f8b37/index.m3u8
清算人国语(其它动作片),https://v.cdnlz12.com/20240220/11658_dde0e055/index.m3u8
清算人英语(其它动作片),https://v.cdnlz12.com/20240220/11657_848a4e4a/index.m3u8
灭灯军团(美国动作片),https://v.cdnlz12.com/20240219/11614_749ac72a/index.m3u8
惊天激战(美国动作片),https://v.cdnlz19.com/20240219/17331_1e41d0fd/index.m3u8
末日之战(日本动作片),https://v.cdnlz12.com/20240218/11605_5cd02af9/index.m3u8
深渊鲨难(美国动作片),https://v.cdnlz12.com/20240218/11600_85dd0f71/index.m3u8
龙与地下城：侠盗荣耀(美国动作片),https://v.cdnlz3.com/20240216/23029_8f5ad2fa/index.m3u8
藏品2012(美国动作片),https://v.cdnlz3.com/20240216/23026_4d280200/index.m3u8
我呼吸的空气(其它动作片),https://v.cdnlz12.com/20240214/11567_f9009483/index.m3u8
幸存者们(法国动作片),https://v.cdnlz12.com/20240212/11550_49a7189d/index.m3u8
缉恶(大陆动作片),https://v.cdnlz12.com/20240212/11546_5b8a206d/index.m3u8
目中无人2(大陆动作片),https://v.cdnlz2.com/20240210/28830_5c204b22/index.m3u8
复仇者联盟原声(美国动作片),https://vip.lzcdn2.com/20220402/1938_b629ffbe/index.m3u8
复仇者联盟国语(美国动作片),https://v.cdnlz17.com/20240207/110244_f0396d58/index.m3u8
复仇者联盟4：终局之战原声(美国动作片),https://vip.lzcdn2.com/20220402/1945_f2f055d5/index.m3u8
复仇者联盟4：终局之战国语(美国动作片),https://v.cdnlz17.com/20240207/110243_b4257e36/index.m3u8
复仇者联盟2：奥创纪元原声(美国动作片),https://vip.lzcdn2.com/20220402/1942_5a27df02/index.m3u8
复仇者联盟2：奥创纪元国语(美国动作片),https://v.cdnlz17.com/20240207/110242_80187faa/index.m3u8
东海龙棺(大陆动作片),https://v.cdnlz2.com/20240210/28824_bcbfb539/index.m3u8
爆裂骑士(大陆动作片),https://v.cdnlz2.com/20240206/28769_f3d89707/index.m3u8
急冻风暴(美国动作片),https://v.cdnlz3.com/20240129/22947_fc6cab93/index.m3u8
萨拉尔(印度动作片),https://v.cdnlz12.com/20240201/11224_c162bb47/index.m3u8
养蜂人2024(美国动作片),https://v.cdnlz12.com/20240201/11221_67c5ad8c/index.m3u8
基督山伯爵1961(其它动作片),https://v.cdnlz12.com/20240130/11203_7b0b6d3d/index.m3u8
大冒险王之金丝玉盘(大陆动作片),https://v.cdnlz12.com/20240129/11197_eebbfceb/index.m3u8
疯子老爸(大陆动作片),https://v.cdnlz12.com/20240128/11175_a56701a8/index.m3u8
荒野2024(韩国动作片),https://v.cdnlz2.com/20240126/28294_cdfab943/index.m3u8
黑带2007(日本动作片),https://v.cdnlz12.com/20240126/11162_4cc0a6a8/index.m3u8
圣殿骑士2007(其它动作片),https://v.cdnlz2.com/20240126/28279_8f2f9822/index.m3u8
爆裂点粤语(香港动作片),https://v.cdnlz3.com/20240126/22925_ab576153/index.m3u8
爆裂点国语(香港动作片),https://v.cdnlz3.com/20240126/22924_311317eb/index.m3u8
挡马夺刀(大陆动作片),https://v.cdnlz12.com/20240125/11103_1f417be0/index.m3u8
血之猎手(美国动作片),https://v.cdnlz2.com/20240125/28239_2a66154f/index.m3u8
致命契约2007(其它动作片),https://v.cdnlz2.com/20240125/28238_718318af/index.m3u8
江湖情粤语(香港动作片),https://v.cdnlz17.com/20240124/99676_6d62f60a/index.m3u8
江湖情国语(香港动作片),https://vip1.lz-cdn1.com/20220404/929_7d669c99/index.m3u8
星门深渊(大陆动作片),https://v.cdnlz2.com/20240124/28230_cf0c5218/index.m3u8
美国最后一宗罪案(美国动作片),https://v.cdnlz3.com/20240123/22904_88b93bdc/index.m3u8
捍卫正义(美国动作片),https://v.cdnlz3.com/20240123/22902_92f55c5d/index.m3u8
海王2：失落的王国(美国动作片),https://v.cdnlz12.com/20240123/11056_97ad71a3/index.m3u8
血战1944(其它动作片),https://v.cdnlz3.com/20240123/22897_a3986c7d/index.m3u8
怒战(英国动作片),https://v.cdnlz3.com/20240123/22894_4997bca6/index.m3u8
逃亡鳄鱼岛(其它动作片),https://v.cdnlz3.com/20240122/22887_c611e63d/index.m3u8
最后的兵团(英国动作片),https://v.cdnlz3.com/20240122/22884_a51f1eac/index.m3u8
万鳄巨兽(美国动作片),https://v.cdnlz3.com/20240120/22853_1bde070a/index.m3u8
斗阵60分(其它动作片),https://v.cdnlz3.com/20240119/22851_ba27464b/index.m3u8
西装暴徒(大陆动作片),https://v.cdnlz3.com/20240118/22835_82f61c7e/index.m3u8
狂野时速2007(美国动作片),https://v.cdnlz3.com/20240117/22812_4d1b36bc/index.m3u8
神探2007(香港动作片),https://v.cdnlz3.com/20240117/22810_7536eeac/index.m3u8
反贪风暴之加密危机粤语(香港动作片),https://v.cdnlz3.com/20240116/22807_8e8b7f71/index.m3u8
反贪风暴之加密危机国语(香港动作片),https://v.cdnlz3.com/20240116/22806_9f2148a0/index.m3u8
搭车人2007(美国动作片),https://v.cdnlz3.com/20240116/22795_86816c51/index.m3u8
立体小奇兵(美国动作片),https://v.cdnlz3.com/20240115/22777_3c27a997/index.m3u8
东京复仇者2血腥万圣节篇决战(日本动作片),https://v.cdnlz3.com/20240114/22773_dc6f2a1f/index.m3u8
决战帝国(法国动作片),https://v.cdnlz3.com/20240114/22767_3b1e936c/index.m3u8
海的故事2021(印度动作片),https://v.cdnlz3.com/20240114/22765_d908ef3d/index.m3u8
代号猛虎行动(印度动作片),https://v.cdnlz3.com/20240114/22762_b78f819a/index.m3u8
恐惧暗夜(美国动作片),https://v.cdnlz12.com/20240112/11002_b29fb062/index.m3u8
无间毒票(大陆动作片),https://v.cdnlz3.com/20240113/22757_e3c0e0dd/index.m3u8
王牌杀姬(法国动作片),https://v.cdnlz3.com/20240112/22748_128c9220/index.m3u8
一击2：城市混战(英国动作片),https://v.cdnlz3.com/20240112/22741_4dec050c/index.m3u8
画江湖之不良帅(大陆动作片),https://v.cdnlz11.com/20240111/19241_3af8d963/index.m3u8
王者天下3(日本动作片),https://v.cdnlz3.com/20240110/22709_f8687994/index.m3u8
火线对峙2005(美国动作片),https://v.cdnlz3.com/20240108/22675_72a1df28/index.m3u8
最后的空降兵(英国动作片),https://v.cdnlz3.com/20240108/22672_20f9e2a3/index.m3u8
罪恶赎金(美国动作片),https://v.cdnlz3.com/20240108/22670_0deeef75/index.m3u8
凶铃刺客(美国动作片),https://v.cdnlz3.com/20240106/22652_ec2fe1a1/index.m3u8
苏格拉底先生(韩国动作片),https://v.cdnlz3.com/20240106/22649_6e04ebc6/index.m3u8
烈日血战(美国动作片),https://v.cdnlz3.com/20240105/22630_8251f761/index.m3u8
流感2013韩语(韩国动作片),https://vip1.lz-cdn1.com/20220522/6422_cdb38af6/index.m3u8
流感2013国语(韩国动作片),https://v.cdnlz17.com/20240103/89669_b1947c44/index.m3u8
刀剑乱舞电影版2(日本动作片),https://v.cdnlz3.com/20231230/22542_e8f298c6/index.m3u8
四兄弟(美国动作片),https://v.cdnlz3.com/20231229/22523_12c9af0f/index.m3u8
机关枪牧师(美国动作片),https://v.cdnlz3.com/20231229/22516_728ee063/index.m3u8
黑金古殿(大陆动作片),https://v.cdnlz2.com/20231228/27703_1740f3a5/index.m3u8
监控室(美国动作片),https://v.cdnlz3.com/20231228/22504_887c2dbc/index.m3u8
毒魔复仇2(美国动作片),https://v.cdnlz3.com/20231227/22492_ee949d87/index.m3u8
鳄口逃生(泰国动作片),https://v.cdnlz3.com/20231227/22488_ae7dfcc5/index.m3u8
关云长粤语(大陆动作片),https://v.cdnlz3.com/20231226/22475_055e7d94/index.m3u8
关云长国语(大陆动作片),https://v.cdnlz3.com/20231226/22474_3eee9a2f/index.m3u8
吸血莱恩(美国动作片),https://v.cdnlz3.com/20231226/22470_45a1ed83/index.m3u8
铁拳2012(美国动作片),https://v.cdnlz3.com/20231226/22469_e81a05aa/index.m3u8
东京复仇者2血色万圣节篇命运(日本动作片),https://v.cdnlz11.com/20231225/18853_39d2474f/index.m3u8
协商2018(韩国动作片),https://v.cdnlz11.com/20231225/18848_c23726f6/index.m3u8
兽餐(美国动作片),https://v.cdnlz11.com/20231223/18814_d355126c/index.m3u8
心甘情愿2018(印度动作片),https://v.cdnlz17.com/20231221/87879_afbcf60e/index.m3u8
七秒钟(美国动作片),https://v.cdnlz11.com/20231221/18788_f1ee8a09/index.m3u8
斗破苍穹·止戈(大陆动作片),https://v.cdnlz4.com/20231221/26255_0c98014d/index.m3u8
猿猴大战机械猿猴(美国动作片),https://v.cdnlz4.com/20231220/26245_96e99548/index.m3u8
拳职人员(台湾动作片),https://v.cdnlz4.com/20231220/26239_4590e907/index.m3u8
静夜厮杀(美国动作片),https://v.cdnlz11.com/20231220/18771_668d9e02/index.m3u8
特工老爸2020(美国动作片),https://v.cdnlz11.com/20231220/18766_89a0c817/index.m3u8
